record_id,product_id,quality_type,air_temp_k,process_temp_k,rotational_speed_rpm,torque_nm,tool_wear_min,machine_failure,failure_twf,failure_hdf,failure_pwf,failure_osf,failure_rnf,air_temp_c,process_temp_c,temp_differential_c,power_w,type_encoded,failure_type
21,H29434,H,298.9,309.3,1375,42.7,58,0,0,0,0,0,0,25.75,36.150000000000034,10.400000000000034,6148.3586224630235,2,No Failure
22,L47201,L,298.8,309.3,1450,44.8,63,0,0,0,0,0,0,25.650000000000034,36.150000000000034,10.5,6802.595292573099,0,No Failure
23,M14882,M,298.9,309.3,1581,30.7,65,0,0,0,0,0,0,25.75,36.150000000000034,10.400000000000034,5082.7513383163905,1,No Failure
24,L47203,L,299.0,309.4,1758,25.7,68,0,0,0,0,0,0,25.850000000000023,36.25,10.399999999999977,4731.3013681593,0,No Failure
25,M14884,M,299.0,309.4,1561,37.3,70,0,0,0,0,0,0,25.850000000000023,36.25,10.399999999999977,6097.339157768725,1,No Failure
26,L47205,L,299.0,309.5,1861,23.3,73,0,0,0,0,0,0,25.850000000000023,36.35000000000002,10.5,4540.784717670103,0,No Failure
27,L47206,L,299.1,309.5,1512,39.0,75,0,0,0,0,0,0,25.950000000000045,36.35000000000002,10.399999999999977,6175.114519896098,0,No Failure
28,H29441,H,299.1,309.4,1811,24.6,77,0,0,0,0,0,0,25.950000000000045,36.25,10.299999999999955,4665.327922433915,2,No Failure
29,L47208,L,299.1,309.4,1439,44.2,82,0,0,0,0,0,0,25.950000000000045,36.25,10.299999999999955,6660.574360679816,0,No Failure
30,L47209,L,299.0,309.4,1693,30.1,84,0,0,0,0,0,0,25.850000000000023,36.25,10.399999999999977,5336.445417069278,0,No Failure
31,M14890,M,299.1,309.5,1339,48.2,86,0,0,0,0,0,0,25.950000000000045,36.35000000000002,10.399999999999977,6758.592051471818,1,No Failure
32,L47211,L,299.0,309.4,1798,25.5,89,0,0,0,0,0,0,25.850000000000023,36.25,10.399999999999977,4801.296052481282,0,No Failure
33,L47212,L,299.0,309.4,1419,48.3,91,0,0,0,0,0,0,25.850000000000023,36.25,10.399999999999977,7177.251160464705,0,No Failure
34,L47213,L,298.9,309.3,1665,32.5,93,0,0,0,0,0,0,25.75,36.150000000000034,10.400000000000034,5666.647748912589,0,No Failure
35,M14894,M,298.8,309.1,1559,34.7,95,0,0,0,0,0,0,25.650000000000034,35.950000000000045,10.300000000000011,5665.056008634771,1,No Failure
36,M14895,M,298.8,309.2,1452,48.6,98,0,0,0,0,0,0,25.650000000000034,36.05000000000001,10.399999999999977,7389.7799034800555,1,No Failure
37,M14896,M,298.9,309.2,1581,36.7,101,0,0,0,0,0,0,25.75,36.05000000000001,10.300000000000011,6076.122935381484,1,No Failure
38,L47217,L,298.8,309.1,1439,39.2,104,0,0,0,0,0,0,25.650000000000034,35.950000000000045,10.300000000000011,5907.115722593864,0,No Failure
39,H29452,H,298.9,309.2,1379,50.7,106,0,0,0,0,0,0,25.75,36.05000000000001,10.300000000000011,7321.51309511755,2,No Failure
40,L47219,L,298.8,309.1,1350,52.5,111,0,0,0,0,0,0,25.650000000000034,35.950000000000045,10.300000000000011,7422.0126441058865,0,No Failure
41,L47220,L,298.8,309.1,1362,45.4,113,0,0,0,0,0,0,25.650000000000034,35.950000000000045,10.300000000000011,6475.325113873137,0,No Failure
42,L47221,L,298.8,309.1,1368,50.8,115,0,0,0,0,0,0,25.650000000000034,35.950000000000045,10.300000000000011,7277.436550187683,0,No Failure
43,M14902,M,298.8,309.1,1368,49.1,117,0,0,0,0,0,0,25.650000000000034,35.950000000000045,10.300000000000011,7033.900287681403,1,No Failure
44,H29457,H,298.8,309.2,1372,48.5,120,0,0,0,0,0,0,25.650000000000034,36.05000000000001,10.399999999999977,6968.261945172401,2,No Failure
45,M14904,M,298.8,309.1,1472,47.5,125,0,0,0,0,0,0,25.650000000000034,35.950000000000045,10.300000000000011,7322.00527796661,1,No Failure
46,L47225,L,298.8,309.1,1489,49.1,128,0,0,0,0,0,0,25.650000000000034,35.950000000000045,10.300000000000011,7656.050824822813,0,No Failure
47,M14906,M,298.7,309.0,1843,25.8,130,0,0,0,0,0,0,25.55000000000001,35.85000000000002,10.300000000000011,4979.36152408675,1,No Failure
48,L47227,L,298.8,309.1,1418,46.3,133,0,0,0,0,0,0,25.650000000000034,35.950000000000045,10.300000000000011,6875.207970773071,0,No Failure
49,H29462,H,298.8,309.2,1425,53.9,135,0,0,0,0,0,0,25.650000000000034,36.05000000000001,10.399999999999977,8043.2625913532665,2,No Failure
50,M14909,M,298.9,309.2,1412,44.1,140,0,0,0,0,0,0,25.75,36.05000000000001,10.300000000000011,6520.815375497119,1,No Failure
52,L47231,L,298.9,309.1,1383,54.9,145,0,0,0,0,0,0,25.75,35.950000000000045,10.200000000000045,7951.025431043872,0,No Failure
53,H29466,H,298.8,309.0,1497,43.8,147,0,0,0,0,0,0,25.650000000000034,35.85000000000002,10.199999999999989,6866.327735538923,2,No Failure
54,L47233,L,298.7,309.0,1565,35.1,152,0,0,0,0,0,0,25.55000000000001,35.85000000000002,10.300000000000011,5752.41322835559,0,No Failure
55,L47234,L,298.7,309.0,1691,30.1,154,0,0,0,0,0,0,25.55000000000001,35.85000000000002,10.300000000000011,5330.141287811076,0,No Failure
56,L47235,L,298.8,309.1,1512,40.7,156,0,0,0,0,0,0,25.650000000000034,35.950000000000045,10.300000000000011,6444.286178455672,0,No Failure
57,L47236,L,298.8,309.1,1477,42.4,158,0,0,0,0,0,0,25.650000000000034,35.950000000000045,10.300000000000011,6558.053720417668,0,No Failure
58,L47237,L,298.8,309.1,1513,40.3,160,0,0,0,0,0,0,25.650000000000034,35.950000000000045,10.300000000000011,6385.171876690622,0,No Failure
59,M14918,M,298.8,309.0,1661,29.5,162,0,0,0,0,0,0,25.650000000000034,35.85000000000002,10.199999999999989,5131.215640985769,1,No Failure
60,L47239,L,298.8,309.1,1378,54.4,165,0,0,0,0,0,0,25.650000000000034,35.950000000000045,10.300000000000011,7850.127946986078,0,No Failure
61,L47240,L,298.8,309.1,1393,52.6,167,0,0,0,0,0,0,25.650000000000034,35.950000000000045,10.300000000000011,7673.004953176688,0,No Failure
62,M14921,M,298.8,309.0,1592,38.2,169,0,0,0,0,0,0,25.650000000000034,35.85000000000002,10.199999999999989,6368.469075749038,1,No Failure
63,L47242,L,298.8,309.0,1829,22.9,172,0,0,0,0,0,0,25.650000000000034,35.85000000000002,10.199999999999989,4386.092695407342,0,No Failure
64,M14923,M,298.9,309.0,1812,25.9,174,0,0,0,0,0,0,25.75,35.85000000000002,10.100000000000023,4914.581883569729,1,No Failure
65,L47244,L,299.0,309.1,1523,38.6,177,0,0,0,0,0,0,25.850000000000023,35.950000000000045,10.100000000000023,6156.244020023535,0,No Failure
66,L47245,L,299.0,309.1,1394,45.1,179,0,0,0,0,0,0,25.850000000000023,35.950000000000045,10.100000000000023,6583.668172519938,0,No Failure
67,M14926,M,298.9,308.9,1679,28.7,181,0,0,0,0,0,0,25.75,35.75,10.0,5046.162255877581,1,No Failure
68,H29481,H,298.8,308.9,1466,44.1,184,0,0,0,0,0,0,25.650000000000034,35.75,10.099999999999966,6770.195000339076,2,No Failure
69,L47248,L,298.8,308.9,1527,32.4,189,0,0,0,0,0,0,25.650000000000034,35.75,10.099999999999966,5180.988940594142,0,No Failure
70,L47249,L,298.9,309.0,1410,65.7,191,1,0,0,1,1,0,25.75,35.85000000000002,10.100000000000023,9700.923955019924,0,Power Failure
71,M14930,M,298.9,309.0,1924,22.6,193,0,0,0,0,0,0,25.75,35.85000000000002,10.100000000000023,4553.4662800150945,1,No Failure
72,L47251,L,298.9,309.1,1452,45.5,196,0,0,0,0,0,0,25.75,35.950000000000045,10.200000000000045,6918.415341735443,0,No Failure
73,L47252,L,298.9,309.1,1369,44.4,198,0,0,0,0,0,0,25.75,35.950000000000045,10.200000000000045,6365.243707291352,0,No Failure
74,L47253,L,299.0,309.1,1592,35.0,200,0,0,0,0,0,0,25.850000000000023,35.950000000000045,10.100000000000023,5834.984755267443,0,No Failure
75,L47254,L,298.9,309.0,1601,32.3,202,0,0,0,0,0,0,25.75,35.85000000000002,10.100000000000023,5415.299392674381,0,No Failure
76,L47255,L,298.8,308.9,1379,46.7,204,0,0,0,0,0,0,25.650000000000034,35.75,10.099999999999966,6743.878925877506,0,No Failure
77,L47256,L,298.8,308.9,1461,47.9,206,0,0,0,0,0,0,25.650000000000034,35.75,10.099999999999966,7328.487430808518,0,No Failure
78,L47257,L,298.8,308.9,1455,41.3,208,1,1,0,0,0,0,25.650000000000034,35.75,10.099999999999966,6292.767164773035,0,Tool Wear Failure
79,L47258,L,298.8,308.9,1398,51.5,0,0,0,0,0,0,0,25.650000000000034,35.75,10.099999999999966,7539.508209350145,0,No Failure
80,L47259,L,298.8,308.9,1402,37.9,2,0,0,0,0,0,0,25.650000000000034,35.75,10.099999999999966,5564.367964087218,0,No Failure
81,H29494,H,298.8,308.8,1445,49.9,4,0,0,0,0,0,0,25.650000000000034,35.650000000000034,10.0,7550.870302780627,2,No Failure
82,L47261,L,298.9,308.9,1450,47.5,9,0,0,0,0,0,0,25.75,35.75,10.0,7212.573133866567,0,No Failure
83,L47262,L,298.9,308.9,1453,40.8,11,0,0,0,0,0,0,25.75,35.75,10.0,6208.038410905718,0,No Failure
84,L47263,L,299.0,309.0,1469,40.1,13,0,0,0,0,0,0,25.850000000000023,35.85000000000002,10.0,6168.716142858287,0,No Failure
85,L47264,L,298.9,308.9,1422,47.6,15,0,0,0,0,0,0,25.75,35.75,10.0,7088.187008735435,0,No Failure
86,M14945,M,299.0,309.0,1804,26.8,17,0,0,0,0,0,0,25.850000000000023,35.85000000000002,10.0,5062.906944721215,1,No Failure
87,H29500,H,299.0,309.0,1436,43.9,20,0,0,0,0,0,0,25.850000000000023,35.85000000000002,10.0,6601.575250645399,2,No Failure
88,L47267,L,299.0,309.0,1544,31.8,25,0,0,0,0,0,0,25.850000000000023,35.85000000000002,10.0,5141.656200571199,0,No Failure
89,M14948,M,299.0,309.0,1419,45.2,27,0,0,0,0,0,0,25.850000000000023,35.85000000000002,10.0,6716.599429668835,1,No Failure
90,M14949,M,298.9,308.9,1487,39.5,30,0,0,0,0,0,0,25.75,35.75,10.0,6150.871896585897,1,No Failure
91,L47270,L,298.9,308.9,1753,25.8,33,0,0,0,0,0,0,25.75,35.75,10.0,4736.2022526989,0,No Failure
92,L47271,L,298.9,308.9,1830,24.9,35,0,0,0,0,0,0,25.75,35.75,10.0,4771.765081537536,0,No Failure
93,M14952,M,298.9,308.9,1727,27.1,37,0,0,0,0,0,0,25.75,35.75,10.0,4901.062563183781,1,No Failure
94,L47273,L,299.1,309.0,1450,43.0,40,0,0,0,0,0,0,25.950000000000045,35.85000000000002,9.899999999999977,6529.276731710787,0,No Failure
95,L47274,L,299.0,308.9,1622,31.9,42,0,0,0,0,0,0,25.850000000000023,35.75,9.899999999999977,5418.388625450411,0,No Failure
96,M14955,M,299.0,309.0,1351,52.2,44,0,0,0,0,0,0,25.850000000000023,35.85000000000002,10.0,7385.06751449967,1,No Failure
97,M14956,M,299.0,309.0,1575,35.3,47,0,0,0,0,0,0,25.850000000000023,35.85000000000002,10.0,5822.156585265284,1,No Failure
98,M14957,M,298.9,308.9,1750,29.9,50,0,0,0,0,0,0,25.75,35.75,10.0,5479.4611866361965,1,No Failure
99,L47278,L,298.9,308.8,1529,32.7,53,0,0,0,0,0,0,25.75,35.650000000000034,9.900000000000034,5235.809732399286,0,No Failure
100,L47279,L,298.8,308.8,1523,44.4,55,0,0,0,0,0,0,25.650000000000034,35.650000000000034,10.0,7081.275504897538,0,No Failure
101,L47280,L,298.8,308.9,1852,25.0,57,0,0,0,0,0,0,25.650000000000034,35.75,10.099999999999966,4848.524662040247,0,No Failure
102,L47281,L,298.8,308.8,1991,20.7,59,0,0,0,0,0,0,25.650000000000034,35.650000000000034,10.0,4315.888571575122,0,No Failure
103,L47282,L,298.8,308.8,1555,40.6,61,0,0,0,0,0,0,25.650000000000034,35.650000000000034,10.0,6611.272299969481,0,No Failure
104,M14963,M,298.8,308.8,1441,40.5,63,0,0,0,0,0,0,25.650000000000034,35.650000000000034,10.0,6111.497268660904,1,No Failure
105,L47284,L,298.8,308.7,1450,43.4,66,0,0,0,0,0,0,25.650000000000034,35.55000000000001,9.899999999999977,6590.01418968019,0,No Failure
106,L47285,L,298.8,308.7,1591,31.1,68,0,0,0,0,0,0,25.650000000000034,35.55000000000001,9.899999999999977,5181.543955296277,0,No Failure
107,L47286,L,298.8,308.7,1445,48.5,70,0,0,0,0,0,0,25.650000000000034,35.55000000000001,9.899999999999977,7339.022238173556,0,No Failure
108,M14967,M,298.8,308.8,1497,46.8,72,0,0,0,0,0,0,25.650000000000034,35.650000000000034,10.0,7336.624155781315,1,No Failure
109,H29522,H,298.9,308.8,1621,32.7,75,0,0,0,0,0,0,25.75,35.650000000000034,9.900000000000034,5550.848643701271,2,No Failure
110,L47289,L,298.9,308.7,1572,34.1,80,0,0,0,0,0,0,25.75,35.55000000000001,9.800000000000011,5613.523417140386,0,No Failure
111,L47290,L,298.8,308.6,1872,22.5,82,0,0,0,0,0,0,25.650000000000034,35.450000000000045,9.800000000000011,4410.79608564007,0,No Failure
112,H29525,H,298.7,308.6,1499,43.5,84,0,0,0,0,0,0,25.55000000000001,35.450000000000045,9.900000000000034,6828.408712210095,2,No Failure
113,M14972,M,298.8,308.7,1498,39.5,89,0,0,0,0,0,0,25.650000000000034,35.55000000000001,9.899999999999977,6196.3726301853885,1,No Failure
114,M14973,M,298.8,308.6,1486,41.9,92,0,0,0,0,0,0,25.650000000000034,35.450000000000045,9.800000000000011,6520.208000917424,1,No Failure
115,L47294,L,298.8,308.6,1680,29.4,95,0,0,0,0,0,0,25.650000000000034,35.450000000000045,9.800000000000011,5172.318144870235,0,No Failure
116,L47295,L,298.8,308.6,1431,45.7,97,0,0,0,0,0,0,25.650000000000034,35.450000000000045,9.800000000000011,6848.326409633855,0,No Failure
117,L47296,L,298.9,308.7,1564,34.1,99,0,0,0,0,0,0,25.75,35.55000000000001,9.800000000000011,5584.955867943743,0,No Failure
118,L47297,L,298.8,308.6,1599,33.0,101,0,0,0,0,0,0,25.650000000000034,35.450000000000045,9.800000000000011,5525.747318399087,0,No Failure
119,M14978,M,298.8,308.6,1707,28.1,103,0,0,0,0,0,0,25.650000000000034,35.450000000000045,9.800000000000011,5023.0610778981845,1,No Failure
120,L47299,L,298.7,308.5,1467,40.7,106,0,0,0,0,0,0,25.55000000000001,35.35000000000002,9.800000000000011,6252.491946954015,0,No Failure
121,L47300,L,298.9,308.7,1433,44.7,108,0,0,0,0,0,0,25.75,35.55000000000001,9.800000000000011,6707.834386165318,0,No Failure
122,L47301,L,298.9,308.7,1558,41.2,110,0,0,0,0,0,0,25.75,35.55000000000001,9.800000000000011,6721.919193228914,0,No Failure
123,L47302,L,299.0,308.8,1310,50.7,112,0,0,0,0,0,0,25.850000000000023,35.650000000000034,9.800000000000011,6955.171975782444,0,No Failure
124,L47303,L,298.9,308.7,1546,43.4,114,0,0,0,0,0,0,25.75,35.55000000000001,9.800000000000011,7026.318577410739,0,No Failure
125,L47304,L,298.9,308.7,1727,29.4,116,0,0,0,0,0,0,25.75,35.55000000000001,9.800000000000011,5317.019902494581,0,No Failure
126,L47305,L,298.9,308.6,1560,32.2,118,0,0,0,0,0,0,25.75,35.450000000000045,9.700000000000045,5260.28273917075,0,No Failure
127,L47306,L,299.0,308.6,1329,60.5,120,0,0,0,0,0,0,25.850000000000023,35.450000000000045,9.600000000000023,8419.939550518684,0,No Failure
128,L47307,L,298.9,308.6,1413,46.5,122,0,0,0,0,0,0,25.75,35.450000000000045,9.700000000000045,6880.559150259685,0,No Failure
129,L47308,L,299.0,308.6,1587,38.6,124,0,0,0,0,0,0,25.850000000000023,35.450000000000045,9.600000000000023,6414.9437030711415,0,No Failure
130,L47309,L,298.9,308.5,1559,34.3,126,0,0,0,0,0,0,25.75,35.35000000000002,9.600000000000023,5599.75276934215,0,No Failure
131,L47310,L,298.8,308.4,1473,41.1,128,0,0,0,0,0,0,25.650000000000034,35.25,9.599999999999966,6339.765390870739,0,No Failure
132,L47311,L,298.8,308.4,1737,27.7,130,0,0,0,0,0,0,25.650000000000034,35.25,9.599999999999966,5038.580545606917,0,No Failure
133,M14992,M,298.7,308.4,1441,43.2,132,0,0,0,0,0,0,25.55000000000001,35.25,9.699999999999989,6518.930419904966,1,No Failure
134,M14993,M,298.7,308.4,1430,49.6,135,0,0,0,0,0,0,25.55000000000001,35.25,9.699999999999989,7427.5627911272295,1,No Failure
135,L47314,L,298.8,308.4,1369,53.0,138,0,0,0,0,0,0,25.650000000000034,35.25,9.599999999999966,7598.151272217154,0,No Failure
136,M14995,M,298.8,308.5,1711,28.5,140,0,0,0,0,0,0,25.650000000000034,35.35000000000002,9.699999999999989,5106.501778777529,1,No Failure
137,H29550,H,298.7,308.5,1420,45.7,143,0,0,0,0,0,0,25.55000000000001,35.35000000000002,9.800000000000011,6795.683788735201,2,No Failure
138,L47317,L,298.7,308.6,1297,55.3,148,0,0,0,0,0,0,25.55000000000001,35.450000000000045,9.900000000000034,7510.93018817799,0,No Failure
139,H29552,H,298.8,308.6,1449,49.4,150,0,0,0,0,0,0,25.650000000000034,35.450000000000045,9.800000000000011,7495.902903318319,2,No Failure
140,L47319,L,298.8,308.6,1268,55.8,155,0,0,0,0,0,0,25.650000000000034,35.450000000000045,9.800000000000011,7409.383441638455,0,No Failure
141,L47320,L,298.8,308.6,1511,36.1,157,0,0,0,0,0,0,25.650000000000034,35.450000000000045,9.800000000000011,5712.158954487593,0,No Failure
142,L47321,L,298.7,308.5,1544,35.2,159,0,0,0,0,0,0,25.55000000000001,35.35000000000002,9.800000000000011,5691.393027047366,0,No Failure
143,M15002,M,298.6,308.4,1778,28.2,161,0,0,0,0,0,0,25.450000000000045,35.25,9.799999999999955,5250.606633797693,1,No Failure
144,H29557,H,298.6,308.4,1407,50.5,164,0,0,0,0,0,0,25.450000000000045,35.25,9.799999999999955,7440.705120394745,2,No Failure
145,M15004,M,298.6,308.4,1391,42.4,169,0,0,0,0,0,0,25.450000000000045,35.25,9.799999999999955,6176.203605349342,1,No Failure
146,L47325,L,298.5,308.4,1513,33.6,172,0,0,0,0,0,0,25.350000000000023,35.25,9.899999999999977,5323.61724706712,0,No Failure
147,H29560,H,298.5,308.4,1612,36.1,174,0,0,0,0,0,0,25.350000000000023,35.25,9.899999999999977,6093.977653629385,2,No Failure
148,L47327,L,298.4,308.4,1515,40.1,179,0,0,0,0,0,0,25.25,35.25,10.0,6361.882203152011,0,No Failure
149,M15008,M,298.3,308.3,1379,48.0,181,0,0,0,0,0,0,25.150000000000034,35.150000000000034,10.0,6931.61003088052,1,No Failure
150,L47329,L,298.4,308.3,1473,39.9,184,0,0,0,0,0,0,25.25,35.150000000000034,9.900000000000034,6154.662751721228,0,No Failure
151,L47330,L,298.4,308.3,1422,42.7,186,0,0,0,0,0,0,25.25,35.150000000000034,9.900000000000034,6358.52069901267,0,No Failure
152,M15011,M,298.4,308.2,1463,37.6,188,0,0,0,0,0,0,25.25,35.05000000000001,9.800000000000011,5760.508065426342,1,No Failure
153,M15012,M,298.4,308.2,1584,41.0,191,0,0,0,0,0,0,25.25,35.05000000000001,9.800000000000011,6800.919776491184,1,No Failure
154,L47333,L,298.4,308.2,1850,27.0,194,0,0,0,0,0,0,25.25,35.05000000000001,9.800000000000011,5230.751768227006,0,No Failure
155,L47334,L,298.4,308.2,1528,36.2,196,0,0,0,0,0,0,25.25,35.05000000000001,9.800000000000011,5792.426646786813,0,No Failure
156,H29569,H,298.4,308.2,1987,19.8,198,0,0,0,0,0,0,25.25,35.05000000000001,9.800000000000011,4119.9474377707265,2,No Failure
157,M15016,M,298.4,308.1,1495,46.0,203,0,0,0,0,0,0,25.25,34.950000000000045,9.700000000000045,7201.577559579002,1,No Failure
158,H29571,H,298.4,308.2,1478,43.5,206,0,0,0,0,0,0,25.25,35.05000000000001,9.800000000000011,6732.747215908285,2,No Failure
159,M15018,M,298.4,308.2,1499,40.0,211,0,0,0,0,0,0,25.25,35.05000000000001,9.800000000000011,6278.996516974799,1,No Failure
160,L47339,L,298.4,308.2,1471,47.0,214,0,0,0,0,0,0,25.25,35.05000000000001,9.800000000000011,7240.009709707918,0,No Failure
161,L47340,L,298.4,308.2,1282,60.7,216,1,0,0,0,1,0,25.25,35.05000000000001,9.800000000000011,8149.019072048613,0,Overstrain Failure
162,L47341,L,298.3,308.1,1412,52.3,218,1,0,0,0,1,0,25.150000000000034,34.950000000000045,9.800000000000011,7733.302588174587,0,Overstrain Failure
163,L47342,L,298.3,308.1,1586,35.5,0,0,0,0,0,0,0,25.150000000000034,34.950000000000045,9.800000000000011,5896.036372502204,0,No Failure
164,M15023,M,298.4,308.2,1468,43.8,2,0,0,0,0,0,0,25.25,35.05000000000001,9.800000000000011,6733.312702585932,1,No Failure
165,M15024,M,298.5,308.3,1440,43.6,5,0,0,0,0,0,0,25.350000000000023,35.150000000000034,9.800000000000011,6574.725105432719,1,No Failure
166,L47345,L,298.5,308.4,1733,26.0,8,0,0,0,0,0,0,25.350000000000023,35.25,9.899999999999977,4718.4627261816295,0,No Failure
167,H29580,H,298.4,308.2,1612,32.6,10,0,0,0,0,0,0,25.25,35.05000000000001,9.800000000000011,5503.148795244264,2,No Failure
168,H29581,H,298.4,308.3,1458,42.9,15,0,0,0,0,0,0,25.25,35.150000000000034,9.900000000000034,6550.032187175502,2,No Failure
169,L47348,L,298.4,308.3,1433,62.3,20,1,0,0,1,0,0,25.25,35.150000000000034,9.900000000000034,9348.950386087232,0,Power Failure
170,L47349,L,298.4,308.3,1318,59.1,22,0,0,0,0,0,0,25.25,35.150000000000034,9.900000000000034,8157.019661339754,0,No Failure
171,M15030,M,298.4,308.2,1610,35.0,24,0,0,0,0,0,0,25.25,35.05000000000001,9.800000000000011,5900.958200992827,1,No Failure
172,L47351,L,298.2,308.1,1462,50.8,27,0,0,0,0,0,0,25.05000000000001,34.950000000000045,9.900000000000034,7777.494324835084,0,No Failure
173,M15032,M,298.1,308.0,1924,20.8,29,0,0,0,0,0,0,24.950000000000045,34.85000000000002,9.899999999999977,4190.800824084688,1,No Failure
174,M15033,M,298.2,308.0,1591,33.7,32,0,0,0,0,0,0,25.05000000000001,34.85000000000002,9.800000000000011,5614.727694324262,1,No Failure
175,L47354,L,298.2,308.1,1306,58.3,35,0,0,0,0,0,0,25.05000000000001,34.950000000000045,9.900000000000034,7973.341210859871,0,No Failure
176,L47355,L,298.2,308.1,1382,43.5,37,0,0,0,0,0,0,25.05000000000001,34.950000000000045,9.900000000000034,6295.437518528586,0,No Failure
177,L47356,L,298.2,308.1,1618,34.7,39,0,0,0,0,0,0,25.05000000000001,34.950000000000045,9.900000000000034,5879.4487632912505,0,No Failure
178,L47357,L,298.2,308.2,1988,21.4,41,0,0,0,0,0,0,25.05000000000001,35.05000000000001,10.0,4455.1134860067095,0,No Failure
179,L47358,L,298.2,308.2,1436,50.2,43,0,0,0,0,0,0,25.05000000000001,35.05000000000001,10.0,7548.953931261938,0,No Failure
180,L47359,L,298.2,308.3,1304,49.8,45,0,0,0,0,0,0,25.05000000000001,35.150000000000034,10.100000000000023,6800.41712166661,0,No Failure
181,L47360,L,298.2,308.3,1475,49.9,47,0,0,0,0,0,0,25.05000000000001,35.150000000000034,10.100000000000023,7707.635776194758,0,No Failure
182,H29595,H,298.2,308.3,1824,24.2,49,0,0,0,0,0,0,25.05000000000001,35.150000000000034,10.100000000000023,4622.413766785878,2,No Failure
183,M15042,M,298.1,308.2,1342,48.1,54,0,0,0,0,0,0,24.950000000000045,35.05000000000001,10.099999999999966,6759.681136925063,1,No Failure
184,L47363,L,298.1,308.2,1485,40.7,57,0,0,0,0,0,0,24.950000000000045,35.05000000000001,10.099999999999966,6329.209639554678,0,No Failure
185,L47364,L,298.2,308.2,1667,30.6,59,0,0,0,0,0,0,25.05000000000001,35.05000000000001,10.0,5341.775652604869,0,No Failure
186,L47365,L,298.2,308.2,1446,38.2,61,0,0,0,0,0,0,25.05000000000001,35.05000000000001,10.0,5784.426057495672,0,No Failure
187,L47366,L,298.1,308.3,1301,56.0,63,0,0,0,0,0,0,24.950000000000045,35.150000000000034,10.199999999999989,7629.462478997933,0,No Failure
188,L47367,L,298.2,308.4,1379,43.1,65,0,0,0,0,0,0,25.05000000000001,35.25,10.199999999999989,6224.008173561467,0,No Failure
